SCCS.ID,eHRAF.Name,OWC,IBSS.Sample,LS1_Resolved,LS2_Res_IA_2,LS3_Res_IA_2,LS4_Res_IA_2,LS5_Res_IA_2,LS2LS3Sum_IA_2,LS2LS3LS4Sum_IA_2,S1Resolved,S2_Resolved_IA_TR,S3_Resolved_IA_TR,S4_Resolved_IA_TR,SumS2S3_corrected,S5Resolved,S6Resolved,S8Resolved,S2bRes_outside,S3bRes_outside,S4bRes_outside,S5bRes_outside,S6bRes_outside,S2cRes_nonkin,S3cRes_nonkin,S4cRes_nonkin,S5cRes_nonkin,S6cRes_nonkin,LS2d_outside_Res,LS2e_nonkin_Res,LS3d_outside_Res,LS3e_nonkin_Res,LS4d_outside_Res,LS4e_nonkin_Res,LS5d_outside_Res,LS5e_nonkin_Res,S1_Resolved,S5_Resolved,S6_Resolved,LS2b_communal_Res,LS3b_communal_Res,LS4b_communal_Res,LS5b_communal_Res,LS6b_communal_Res,LS2c_leader_Res,LS3c_leader_Res,LS4c_leader_Res,LS5c_leader_Res,LS6c_leader_Res,LS7c_leader_Res,LS6d_outside_Res,LS7d_outside_Res,LS6e_nonkin_Res,LS7e_nonkin_Res
30,Nuba,FJ21,1,1,0,1,1,1,1,2,1,0,1,0,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Mao,MP19,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Maasai,FL12,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,1,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Konso,MP17,1,1,NA,1,NA,NA,NA,NA,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Somali,MO04,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,1,1,NA,0,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Amhara,MP05,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,1,0,1,1,NA,0,1,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Nubians,MR08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Teda,MS22,1,1,0,1,NA,NA,1,NA,1,0,1,0,1,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Berbers of Morocco,MX03,1,1,0,1,1,1,1,2,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Fellahin,MR13,1,1,NA,1,NA,NA,NA,NA,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Israelites,MF07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Babylonians,MH07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Rwala Bedouin,MD04,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Turks,MB01,1,NA,0,NA,NA,NA,NA,NA,1,0,NA,1,NA,1,1,NA,NA,NA,0,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Rural Irish,ER06,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1,NA,NA,1,0,1,NA,1,1,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Saami,EP04,1,1,1,0,1,0,1,2,1,1,1,0,2,1,1,NA,0,1,NA,1,1,NA,NA,NA,1,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Nenets,RU41,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Russians,RF10,1,1,1,0,1,0,1,2,1,0,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Abkhazians,RI03,1,1,0,1,1,0,1,2,1,NA,NA,1,NA,1,1,1,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Kurds,MA11,1,1,0,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Basseri,MA10,1,1,1,1,0,0,2,2,1,0,0,1,0,1,NA,0,NA,NA,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,West Punjabi,AT03,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Gond,AW32,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,NA,NA,0,NA,1,1,NA,1,NA,1,1,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Santal,AW42,1,1,NA,NA,NA,1,NA,NA,1,0,0,1,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Uttar Pradesh,AW19,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Burusho,AV07,1,1,1,0,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Kazakh,RQ02,1,1,0,1,1,1,1,2,1,NA,NA,0,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Mongolia,AH01,1,1,1,1,1,0,2,3,1,0,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Lepcha,AK05,1,1,0,NA,1,1,NA,NA,1,0,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Mara,AR20,1,1,NA,1,NA,NA,NA,NA,1,0,1,0,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Burmans,AP04,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,NA,0,NA,1,NA,1,1,NA,1,1,1,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Rmeet,AM28,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,NA,NA,NA,0,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Vietnamese,AM11,1,1,0,1,0,0,1,1,1,0,NA,1,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Central Thai,AO07,1,1,0,1,1,1,1,2,1,0,1,1,1,1,NA,NA,NA,0,0,0,NA,NA,1,1,1,NA,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Nyakyusa and Ngonde,FN17,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,NA,0,NA,NA,0,1,1,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Javanese,OE05,1,1,0,1,1,1,1,2,1,0,0,1,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Balinese,OF07,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Iban,OC06,1,1,0,0,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Sama-Bajau,OA08,1,1,0,1,0,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Hadza,FN11,1,1,0,NA,NA,NA,NA,NA,1,1,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Tiwi,OI20,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Aranda,OI08,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Orokaiva,OJ23,1,1,0,1,1,1,1,2,1,1,0,0,1,1,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Kimam,OJ82,1,1,1,0,1,0,1,2,1,0,1,0,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Kapauku,OJ29,1,1,0,1,0,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Manus,OM06,1,1,0,1,0,1,1,1,1,0,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Trobriands,OL06,1,1,0,1,1,0,1,2,1,0,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Siwai,ON19,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Akan,FE12,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Andamans,AZ02,NA,1,1,0,1,1,1,2,NA,1,1,1,2,NA,NA,NA,0,0,1,NA,1,1,NA,NA,NA,1,0,NA,NA,NA,1,0,0,NA,1,0.5,1,1,NA,0,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA
28,Azande,FO07,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,0,NA,NA,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bahia Brazilians,SO11,NA,1,0,1,0,1,1,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA
7,Bemba,FQ05,NA,1,1,1,1,1,2,3,NA,1,1,0,2,NA,NA,NA,1,1,NA,1,1,0,1,NA,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
NA,Blackfoot,NF06,NA,1,1,0,1,0,1,2,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bororo,SP08,NA,1,0,1,1,1,1,2,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,1,0,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
NA,Dogon,FA16,NA,1,0,1,1,1,1,2,NA,0,1,1,1,NA,NA,NA,NA,0,0,0,1,NA,1,1,1,1,NA,NA,0,1,0,1,0,1,1,1,1,NA,0,1,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA
87,Eastern Toraja,OG11,NA,1,1,1,1,1,2,3,NA,0,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,0,NA,0,NA,0,1,0,NA,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA
69,Garo,AR05,NA,1,0,1,1,1,1,2,NA,0,1,1,1,NA,NA,NA,NA,0,1,1,NA,NA,1,1,0,NA,NA,NA,0,1,0,1,0,1,1,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,1
